,Name,IfcType,Type_Name,Height,Length,Width,GrossFootprintArea,NetVolume,NetSideArea,FireRating,Reference,ThermalTransmittance,IsExternal,ExtendToStructure,LoadBearing,Typ,Laenge,Dicke,Hoehe,Hoehe_korrekt,Nettoflaeche,Nettovolumen,Aussenbauteil,TragendesElement,BrandabschnittsdefinierendesBauelement,Feuerwiderstandsklasse,VerweisBauteilkatalog,Betonart,Expositionsklasse,BewehrungsgradVolumen,Ausfuehrung,Project,Storey,PitchAngle,Perimeter,GrossArea,NetArea,GrossVolume,NumberOfRiser,NumberOfTreads,RiserHeight,TreadLength,Auftrittsbreite,Stufenhoehe,AnzahlSteigungen,CrossSectionArea,NetSurfaceArea,Span,Slope,Breite,Tiefe,OuterSurfaceArea,GrossSurfaceArea,NosingLength,WalkingLineOffset,TreadLengthAtOffset,TreadLengthAtInnerSide,ProjectedArea,TotalArea,RequiredHeadroom,Depth,Ebene,Querkraft,Herstellermodell,Beschreibung
1614,Basiswand:AW - STB 250:14405986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Basiswand:AW - STB 250:14406008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Basiswand:AW - STB 250:14406010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,Basiswand:IW - STB 250:14415586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Basiswand:IW - STB 200:14415612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,Basiswand:AW - STB 300 Erdberührend:14416985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Basiswand:IW - STB 250:14417082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,Basiswand:IW - STB 250:14417108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Basiswand:AW - STB 250 Erdberührend:14417235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Basiswand:AW - STB 200 Erdberührend:14417237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Basiswand:IW - STB 250:14417353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Basiswand:AW - STB 250 Erdberührend:14417481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Basiswand:AW - STB 250 Erdberührend:14417672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Basiswand:AW - STB 300 Erdberührend:14417958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Basiswand:IW - STB 250:14418087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Basiswand:AW - STB 200 Erdberührend:14418223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Basiswand:IW - STB 250:14523403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Basiswand:IW - STB 250:14523521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Basiswand:IW - STB 250:14523811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Basiswand:IW - STB 250:14524164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Basiswand:IW - STB 250:14524976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Basiswand:IW - STB 250:14525045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Basiswand:AW - STB 250:14525380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,Basiswand:AW - STB 300 Erdberührend:14593484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,Basiswand:AW - STB 200 Erdberührend:14679481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Basiswand:AW - STB 300 Erdberührend:14679728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Basiswand:IW - STB 250:14686925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,Basiswand:IW - STB 250:14687154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Basiswand:IW - STB 250:14687348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,Basiswand:IW - STB 250:14687601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Basiswand:AW - STB 300 Erdberührend:14689075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,Basiswand:AW - STB 300 Erdberührend:14689219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Geschossdecke:STB 300 - Decke ü. TG überschüttet:14788883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,STB Träger - rechteckig:STB T' - 1180x1330(1080 bis RDUK) 2:14796151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,STB Stütze - rechteckig:STB 400 x 400:14828644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,Geschossdecke:STB 200:14845608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Basiswand:AW - STB 300 Erdberührend:14876399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,Geschossdecke:STB 220:14986248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Geschossdecke:STB 220:14986314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,Basiswand:IW - STB 250:14987641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,Basiswand:AW - STB 300:15165111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Basiswand:IW - STB 250:15165217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Basiswand:IW - STB 250:15165381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,Geschossdecke:STB 500 - Bodenplatte:15194053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Geschossdecke:STB 545 - Bodenplatte Kellerräume:15194146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,Geschossdecke:STB 545 - Bodenplatte Kellerräume:15195691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,Geschossdecke:STB 500 - Bodenplatte:15196641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Geschossdecke:STB 500 - Bodenplatte:15196952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Geschossdecke:STB 500 - Bodenplatte:15197296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,Geschossdecke:STB 500 - Bodenplatte:15223936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Geschossdecke:STB Rost 500 - Ergänzung Überbaut:15229669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Geschossdecke:STB Rost 500 - Ergänzung Überbaut:15229697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Geschossdecke:STB 220:15229739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,SAN Zwischenraum Wanne-Wand:SAN Zwischenraum Wanne-Wand:15343766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Basiswand:IW - STB 180:15390503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Basiswand:IW - STB 180:15391524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Basiswand:IW - STB 180:15391639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,Basiswand:IW - STB 180:15391882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Basiswand:IW - STB 180:15393947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Basiswand:IW - STB 180:15393949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Basiswand:IW - STB 180:15393951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Basiswand:IW - STB 180:15394380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,Basiswand:IW - STB 180:15410208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Basiswand:IW - STB 180:15410210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Basiswand:IW - STB 180:15410212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Basiswand:IW - STB 180:15411861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Basiswand:IW - STB 180:15413731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Basiswand:IW - STB 180:15413733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Basiswand:IW - STB 180:15413735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Basiswand:IW - STB 180:15414272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Basiswand:IW - STB 180:15415822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Basiswand:IW - STB 180:15415824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Basiswand:IW - STB 180:15415826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Basiswand:IW - STB 180:15416634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,STB Stütze - rechteckig:STB 400 x 400:15540741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,Basiswand:AW - STB 200 Erdberührend:15560847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:Sanitary-Basin Mixer 145 mm-Swivel Spout w.- Pop-up Waste-SK Citypro-500907:15615304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
